yn,id,cg,eg,re,ms,fw,cl,hw,ra,nc,se,ag,wc,ne,oc,dr
no,304384,1.53454720599457,e2,wib,kh,0.42596761,1.35833462460462,2.24,kvy,0.5,jtl,0.316233693171678,xv,kcr,al,oi
no,335198,1.60150437727515,e2,wib,ow,3.1938205,1.39432746911533,3,kvy,0.3,vrm,0.316233693171678,li,kcr,lr,oi
no,43623,1.63466368108881,e2,pzv,im,0.1400009,1.3687910327232,3,gmp,0,vrm,0.316233693171678,pv,ydq,ey,oi
no,506066,2.01209083222754,e2,pzv,kh,2.1687918,1.4300038394364,3.46,kvy,0.7,vrm,0.399999810107415,pv,ydq,jz,qe
no,550100,1.55907483643766,e2,wto,kh,0.1965031,0,2.24,kvy,0.3,vrm,0.316072512997894,xv,ydq,lr,oi
no,561446,1.69322223451197,e2,wto,lz,1.012699,1.35833462460462,3.46,kvy,0,vrm,0.316233693171678,xv,kcr,al,oi
yes,455620,1.98138431412213,e6,wto,kh,2.6451445,0,3.74,kvy,0,vrm,0.387290745222102,xv,kcr,lr,oi
yes,80568,1.8493306094407,e2,wto,im,2.1639237,0,3.61,kvy,1,jtl,0.374163042929554,xv,ydq,wg,oi
no,558702,1.80406987114117,e6,wto,lz,0.13442009,0,3.74,kvy,0.2,vrm,0.316233693171678,pv,ydq,al,oi
no,58950,1.56641495387306,e2,pzv,im,3.9129685,1.37349274098506,1.41,kvy,0,vrm,0.316233693171678,pv,jle,ey,oi
no,44789,1.99166509126207,e2,wto,lz,2.8266968,1.3996314212561,3.61,kvy,0,vrm,0.374163042929554,xv,ydq,al,oi
yes,501531,1.8382065640059,e2,pzv,lz,2.2817336,1.38145354219017,3.74,kvy,1,jtl,0.316233693171678,xv,kcr,lr,oi
yes,489107,1.83734692310081,e4,ldi,lz,3.0262009,1.41892108952124,3.16,kvy,0.2,vrm,0.424268256506693,xv,kcr,al,oi
yes,281384,2.07405903265483,e2,wto,im,0.81566765,1.3985017830036,3.61,kvy,0.5,vrm,0.399999810107415,xv,ydq,lr,oi
no,577547,1.83187662915976,e2,wto,kh,0.66167471,1.32879324686906,3.32,kvy,0.1,vrm,0.399999810107415,pv,jle,al,oi
no,176390,1.8487924481518,e2,wto,lz,2.6793192,1.30967676209897,3.74,kvy,0.2,vrm,0.316233693171678,xv,kcr,al,oi
no,87994,1.60943262997902,e2,wib,hf,0.48277291,1.34726648997435,3,gmp,0.2,vrm,0.316233693171678,cz,ydq,jl,qe
no,80468,1.57405207351432,e2,wto,lz,0.4008547,1.36850751819221,1.73,gmp,1.1,vrm,0.399754899933854,pv,jle,ey,oi
no,278995,1.92482203864911,e2,wto,im,1.620252,1.3985017830036,3.32,kvy,0.3,vrm,0.424268256506693,xv,jle,lr,oi
no,19059,1.81502834524964,e2,wto,im,3.9701059,1.36811099987823,2.83,gmp,0.9,vrm,0.447214229441579,xv,ydq,al,qe
no,381466,1.53102918750446,e2,pzv,lz,0.14076675,1.30577354047563,1.41,kvy,0.3,vrm,0.3155872226109,xv,kcr,rk,oi
no,223751,1.61740377859837,e2,wib,im,3.3492796,1.30707373735466,3.16,gmp,0.4,vrm,0.316233693171678,xv,rql,lr,oi
no,288192,1.60092951580961,e2,wib,ow,0.4681547,1.35833462460462,3,kvy,1.3,vrm,0.316233693171678,xv,jle,lr,qe
yes,262517,2.24980686020371,e2,pzv,im,0.69383707,0,3.46,kvy,1.3,vrm,0.424268256506693,xv,ydq,lr,oi
yes,290937,2.09029979975615,e8,wto,yd,3.7447005,1.37147703069185,3.32,kvy,0.7,jtl,0.447214229441579,xv,ydq,lr,oi
no,135271,1.79782805869275,e2,wto,kh,1.4228548,1.37455921891742,3.61,gmp,1.1,vrm,0.316233693171678,xv,kcr,lr,qe
no,217951,1.5979045286171,e2,wib,lz,1.1440891,1.36193971539775,2.83,gmp,0,vrm,0.316233693171678,xv,ydq,lr,oi
no,222375,1.6606740961424,e2,wto,hf,1.0922346,1.30165286227764,3.16,gmp,0,vrm,0.316233693171678,li,ydq,lr,oi
no,362152,1.71730040888148,e2,wib,lz,0.46046458,1.35071604368848,3.61,gmp,0,vrm,0.316233693171678,xv,ydq,lr,oi
no,505284,1.73938725610689,e2,wto,lz,0.42423895,1.37815074521972,2.45,kvy,0.3,vrm,0.387290745222102,xv,kcr,al,oi
no,371426,1.66356374457071,e2,wto,ow,1.1879251,1.38613600886311,2.83,kvy,0.2,vrm,0.374163042929554,xv,kcr,al,oi
no,243010,1.785766905102,e2,wto,ow,0.31393922,1.38549103600691,3.16,kvy,0.9,vrm,0.374163042929554,xv,ydq,al,oi
yes,349471,1.711316770091,e5,wto,yd,2.283116,1.403739873432,0,kvy,0.4,jtl,0.519617086757995,gf,rql,rk,oi
no,84176,1.80455442789579,e2,pzv,ow,2.2797839,1.32480702233167,3.61,kvy,0.1,jtl,0.374163042929554,xv,ydq,al,qe
no,312214,1.73828961655503,e2,pzv,lz,0.23227676,1.39585930832332,2.24,kvy,0.1,vrm,0.424268256506693,pv,ydq,jl,oi
no,13365,1.85670427699961,e2,wto,kh,1.1042198,1.32140376978623,3.61,kvy,0,vrm,0.374163042929554,xv,ydq,al,oi
no,482297,1.52839530471973,e2,pzv,kh,2.0676011,1.39179667621324,1.41,kvy,0.3,vrm,0.316072512997894,pv,jle,ey,oi
yes,59919,1.67956118081578,e2,wto,lz,0.10356052,1.32923559704322,3.16,gmp,0.7,jtl,0.316233693171678,xv,jle,lr,oi
no,428825,1.75153809032239,e2,wib,kh,1.3422508,1.38171036006786,3.16,gmp,1.1,vrm,0.399871846979977,pv,kcr,ey,qe
no,568025,1.73797364998852,e2,pzv,lz,0.51565274,1.38145354219017,3,kvy,0,vrm,0.374163042929554,pv,kcr,ey,oi
no,593393,1.93654518709774,e2,pzv,ls,2.1822747,1.39204481600447,3.32,kvy,0,vrm,0.399999810107415,xv,rql,lr,oi
no,113022,1.7147556928541,e2,wto,lz,2.4716625,1.35071604368848,3.61,gmp,0.4,vrm,0.316233693171678,pv,kcr,ey,oi
no,478052,1.61489188023085,e2,wto,ow,1.6860446,1.43011198882694,1.73,kvy,0.3,vrm,0.446874611909664,xv,kcr,lr,oi
no,432020,1.68117859940481,e2,wto,lz,0.6529665,1.34351494443522,1.41,kvy,0.4,vrm,0.422013980029279,xv,ydq,al,oi
yes,181683,1.96563264482386,e2,pzv,ow,1.5047063,1.40175026249348,3.61,kvy,0.3,vrm,0.374163042929554,xv,kcr,al,qe
yes,590280,2.0906494078734,e2,wto,hf,0.4981392,1.40914644676241,3.46,gmp,0,vrm,0.447214229441579,pv,ydq,al,oi
no,569188,1.41965672351714,e8,wto,lz,1.5007461,1.36124185323127,0,gmp,0.4,vrm,0.315273434026044,pv,kcr,me,oi
no,352798,1.8056432407906,e2,wto,kh,1.7134118,1.31033074881425,3.61,kvy,0.3,vrm,0.316233693171678,xv,ydq,lr,qe
no,52278,1.82701912729513,e2,wto,lz,2.1675933,1.34204782708102,3.32,kvy,0.3,vrm,0.399999810107415,li,ydq,al,oi
no,418292,1.54483129766246,e6,wib,hf,2.0014646,0,2.24,kvy,0.2,vrm,0.316072512997894,pv,ydq,rk,qe
no,71909,1.41034167984485,e2,wib,kh,2.1908128,1.34713713019096,0,kvy,0.4,vrm,0.315273434026044,xv,kcr,lr,qe
no,535879,1.6121687965118,e2,wib,kh,1.6287803,1.34726648997435,3,tdg,0.3,vrm,0.316233693171678,xv,jle,al,oi
yes,507510,1.6005275909092,e2,wto,hf,1.9681367,1.39077457234884,2.83,gmp,0.4,jtl,0.374163042929554,xv,ydq,jl,oi
no,497976,1.70904955188802,e2,wto,ls,1.8112606,1.38871426075343,3,kvy,1.1,vrm,0.374163042929554,xv,kcr,lr,oi
no,322891,1.66416819286841,e2,wto,im,2.1563254,1.29443955220559,3.16,kvy,0,vrm,0.316233693171678,xv,jle,lr,oi
no,425720,1.61835401982164,e2,wto,im,0.67714796,1.35212910384574,3.16,tdg,0.3,vrm,0.316233693171678,xv,kcr,lr,oi
no,525093,1.6387425377306,e2,pzv,kh,0.4072141,1.39432746911533,2.83,kvy,0.3,vrm,0.399999810107415,xv,jle,al,oi
no,231585,1.66553204399845,e2,pzv,lz,2.2575116,1.32016193420869,3,kvy,0,vrm,0.399999810107415,xv,kcr,al,qe
no,12149,1.85669476279157,e2,wto,kh,4.8455922,1.42720121647415,3,gmp,0.2,vrm,0.447214229441579,xv,ydq,lr,oi
no,84373,1.70844712997364,e2,wib,im,3.4793167,1.39077457234884,3.16,kvy,0.7,vrm,0.374163042929554,pv,kcr,jl,oi
no,349192,1.62669708639318,e2,wib,ow,5.81239,1.35833462460462,3,gmp,0.6,vrm,0.316233693171678,pv,ydq,ey,qe
yes,368052,1.68351378068705,e2,wto,lz,1.6215737,1.3616679474211,2.65,kvy,1.1,vrm,0.399999810107415,pv,jle,al,oi
yes,354424,1.95064030861025,e2,pzv,hf,0.51597753,1.41011882635873,3.32,kvy,1.2,jtl,0.387290745222102,pv,kcr,jl,oi
no,215469,1.95614128056507,e2,wto,lz,2.3173024,0,3.74,kvy,0.2,vrm,0.387290745222102,xv,jle,lr,oi
yes,412530,1.70942883246078,e2,wib,im,4.4345419,1.35833462460462,3.61,kvy,0,vrm,0.316233693171678,pv,rql,al,oi
no,51339,1.73336258130776,e2,pzv,kh,3.7193463,1.38145354219017,3.46,kvy,0.1,vrm,0.316233693171678,pv,ydq,jl,oi
yes,583393,1.92627093696462,e4,wto,ls,1.6600162,1.42566765443365,3.32,kvy,1,jtl,0.399999810107415,xv,rql,lr,oi
no,284719,1.57325014877517,e2,pzv,kh,1.402448,1.40865869992873,1,ojk,0.3,vrm,0.42378636625611,xv,rql,al,oi
no,160894,1.57764523107106,e2,wto,kh,0.76208115,1.29665537235245,2,kvy,0.9,vrm,0.316072512997894,li,ydq,lr,oi
no,402966,1.66182849762962,e2,wto,ow,5.5002087,1.39267989076105,2.83,gmp,1.1,vrm,0.374163042929554,xv,ydq,lr,oi
no,325550,1.75617970777254,e2,pzv,im,1.3656948,1.38145354219017,3.16,gmp,0.2,vrm,0.374163042929554,xv,ydq,al,oi
no,494171,1.57068203163467,e2,pzv,im,4.3017455,1.30332300655734,2.24,gmp,0.2,vrm,0.316233693171678,xv,jle,al,oi
no,38121,1.93572254433788,e2,pzv,lz,0.59614204,1.43634726338297,3.74,kvy,0.4,vrm,0.399999810107415,xv,ydq,al,oi
no,323249,1.77762631169096,e2,wto,lz,2.3253256,0,3.61,kvy,0,vrm,0.316233693171678,xv,kcr,al,qe
yes,154824,1.99821051529096,e2,pzv,ay,5.0424115,1.40099169639295,3.16,kvy,0.7,vrm,0.424268256506693,pv,ydq,jz,oi
no,570368,1.56765024927656,e2,pzv,kh,6.6114603,1.3687910327232,2,kvy,0.2,jtl,0.3155872226109,pv,jle,jl,oi
no,517100,1.74552011713069,e2,wto,kh,0.64455243,1.31033074881425,3.32,kvy,0,jtl,0.316233693171678,pv,ydq,al,oi
yes,90430,2.54823579739053,e2,pzv,kh,1.2032322,0,3.61,gmp,0.4,vrm,0.565687580458434,xv,jle,lr,oi
no,489813,1.52777344607231,e2,pzv,ls,0.98843768,1.30577354047563,1.41,gmp,0.3,vrm,0.3155872226109,xv,ydq,al,oi
no,280502,1.77606929147769,e2,wto,lz,0.17532131,1.39750116090345,3.16,kvy,0.3,vrm,0.399999810107415,xv,ydq,al,qe
no,47785,1.50027742193846,e2,wto,kh,2.8011031,1.36743077068697,0,kvy,0.2,vrm,0.316072512997894,xv,jle,lr,oi
no,322815,1.67327660064875,e2,wto,lz,0.5916434,1.38613600886311,2.83,gmp,0.3,vrm,0.374163042929554,xv,jle,al,oi
no,206959,1.52367442446563,e2,wib,im,0.65259791,1.33076174162489,1.73,gmp,0.7,jtl,0.316233693171678,pv,jle,ey,qe
yes,21114,2.4266069504988,e8,wto,ow,1.2684246,1.5010069369792,2.83,kvy,0,vrm,0.547718551740173,pv,jle,ey,oi
no,379755,1.81042406639662,e2,pzv,kh,0.6702942,0,3.61,kvy,0.6,vrm,0.399999810107415,xv,jle,lr,oi
no,556433,1.69109309747283,e2,wto,ay,3.7494212,1.36152336965101,3.16,kvy,1.2,vrm,0.316233693171678,pv,jle,ey,qe
yes,94321,2.43596526716003,e2,pzv,ow,2.7127478,0,3.61,kvy,0.4,vrm,0.529146781431295,pv,rql,pw,oi
no,566416,1.79710275887657,e2,wto,lz,1.9685641,1.40459110798399,3.16,gmp,0.6,vrm,0.399999810107415,xv,kcr,jz,oi
no,308225,1.70511805775006,e2,wto,lz,11.611246,1.324041661005,2.24,kvy,0.6,vrm,0.387290745222102,pv,ydq,lr,oi
no,183237,1.8280892046165,e2,wto,lz,0.25575625,1.36633695861022,3.61,kvy,0.4,vrm,0.399999810107415,xv,jle,lr,oi
no,432646,1.66492961138487,e2,pzv,kh,1.1686302,1.36659727481154,3.16,gmp,0.2,vrm,0.374163042929554,xv,ydq,lr,qe
no,205378,1.7217993252924,e2,wto,lz,0.12577821,1.40620761932421,2.24,kvy,1.1,vrm,0.39937810198432,gf,jle,lr,oi
no,193976,1.78751125460354,e2,pzv,lz,1.4675152,1.37947448834517,3.61,gmp,0.3,vrm,0.316233693171678,pv,jle,pw,oi
no,424641,1.61664731058438,e2,wto,lz,0.22956207,1.41291275754896,1.73,kvy,0.2,vrm,0.424268256506693,xv,ydq,lr,oi
no,23127,1.77447226999509,e2,pzv,kh,0.41403955,1.37549260872163,3.61,kvy,0.2,vrm,0.316233693171678,xv,ydq,lr,qe
no,186356,1.80584234535033,e2,wto,kh,1.3611515,0,3.61,kvy,0,vrm,0.374163042929554,xv,jle,al,oi
no,504460,2.00371771051384,e2,pzv,kh,1.4014354,1.4,3.32,tdg,1.8,vrm,0.424268256506693,pv,ydq,jz,oi
no,500394,1.76193589434297,e2,pzv,kh,2.7364682,1.39874712809131,3.46,kvy,0.6,vrm,0.374163042929554,xv,ydq,lr,oi
yes,406500,2.55295755128,e2,pzv,ow,0.1890495,1.55677354695258,3.46,kvy,0.7,vrm,0.447214229441579,pv,ydq,pw,oi
no,313690,1.74552087871003,e2,wto,kh,0.34290958,1.37549260872163,3.46,kvy,0.5,vrm,0.374163042929554,xv,ydq,lr,oi
no,33113,1.68813272829984,e5,wto,lz,0.93667834,1.36850751819221,3,kvy,0.2,vrm,0.399999810107415,xv,ydq,lr,qe
no,107321,1.80476307340373,e2,wto,ls,1.2186442,1.324041661005,2.83,kvy,0.6,vrm,0.387290745222102,xv,rql,lr,oi
no,93952,1.82335784536157,e2,pzv,ls,0.81552425,1.38145354219017,3.61,kvy,0.3,vrm,0.374163042929554,pv,kcr,ey,qe
yes,72962,2.03659038947353,e2,pzv,lz,0.77841013,1.4,3,kvy,0.3,jtl,0.424268256506693,gf,jle,lr,oi
no,407164,1.90316599308831,e2,wto,kh,2.2726172,1.328638048868,3,kvy,0.3,vrm,0.387290745222102,gf,kcr,al,oi
yes,15957,1.80691366771744,e2,ldi,ow,2.5044799,1.40497639396595,3.61,kvy,0.6,vrm,0.399999810107415,xv,ydq,lr,oi
no,71239,1.77127268248694,e2,wto,ow,0.47288735,1.38508914756918,3.16,kvy,0.5,vrm,0.374163042929554,pv,ydq,ey,oi
no,389831,1.87190975839238,e2,wto,hf,0.8925179,1.38209457532609,3.16,kvy,1.2,vrm,0.374163042929554,pv,jle,ey,oi
yes,71872,2.03633180210074,e2,wto,lz,2.8791395,1.39267989076105,3.74,kvy,0.6,vrm,0.399999810107415,pv,ydq,lr,oi
no,525188,1.59392279720859,e2,wto,im,2.8411232,1.35833462460462,2.83,kvy,0.2,vrm,0.316233693171678,xv,ydq,lr,oi
no,555444,1.75971055019576,e2,pzv,lz,0.87103404,0,3.74,kvy,0.4,vrm,0.316233693171678,pv,kcr,jz,oi
no,588440,1.72367375822027,e2,wto,lz,2.533845,1.39370431968188,2.83,kvy,0.2,vrm,0.374163042929554,xv,ydq,al,oi
yes,38087,1.86919812125591,e2,pzv,ay,2.9521341,1.36959290911274,3.16,kvy,1,jtl,0.447214229441579,xv,kcr,lr,oi
no,176228,1.52601669642859,e2,wib,hf,1.4204969,1.39408863511086,1.41,kvy,0.9,vrm,0.398374741739034,pv,ydq,jz,qe
no,157894,1.70886542226813,e2,wib,im,2.1098035,1.35985515194495,3.32,kvy,0,vrm,0.316233693171678,pv,ydq,pw,oi
no,89772,1.94732291178421,e2,pzv,ow,2.7806721,1.39649010679394,3,kvy,0,vrm,0.424268256506693,xv,ydq,lr,oi
no,51252,1.68461000480122,e2,wto,kh,2.1764052,1.39750116090345,2.45,kvy,0.2,vrm,0.374163042929554,xv,ydq,al,oi
no,319640,1.74675110901709,e2,pzv,lz,0.83756947,1.39370431968188,3.46,kvy,0.1,vrm,0.316233693171678,pv,rql,jz,oi
yes,514716,1.60703815062075,e2,wib,lz,5.6349597,1.34726648997435,3,kvy,0.2,vrm,0.316233693171678,pv,kcr,ey,oi
no,474500,1.73378909600042,e2,pzv,kh,2.1858844,1.36152336965101,3.61,kvy,0.3,vrm,0.316233693171678,pv,kcr,me,oi
no,398275,1.63374306029148,e2,wib,kh,2.0870003,1.35833462460462,3.32,kvy,0.1,vrm,0.316233693171678,pv,jle,ey,oi
no,508323,1.71973612918328,e2,ldi,ay,0.58762937,1.40249057967174,3.32,kvy,0.3,vrm,0.360547810422435,pv,kcr,jl,oi
no,53139,1.76422183577759,e2,wto,ls,3.7246953,1.38496403906439,3.16,kvy,0,vrm,0.374163042929554,pv,jle,ey,oi
no,268182,1.68394993878548,e2,wib,ls,0.57161428,1.34726648997435,3.61,gmp,0.2,vrm,0.316233693171678,xv,kcr,ey,oi
no,91908,1.88527408220037,e2,pzv,kh,2.5568348,1.40865869992873,3.61,kvy,0.2,vrm,0.387290745222102,xv,jle,lr,oi
no,409866,1.58968735910902,e2,wto,lz,1.7855848,1.37442547314151,2.65,kvy,0.6,vrm,0.316233693171678,xv,ydq,al,oi
no,480586,1.85234953421268,e2,wto,kh,0.87238371,1.39750116090345,3.32,kvy,0.4,vrm,0.399999810107415,pv,rql,jz,oi
yes,46923,2.58228823150303,e2,pzv,kh,4.1033445,1.42894527602834,3.61,kvy,0,jtl,0.547718551740173,xv,ydq,lr,oi
no,439974,1.84314589843201,e2,wto,lz,0.091461766,1.40865869992873,3,kvy,0.2,vrm,0.447214229441579,xv,jle,al,oi
no,587725,1.80132334097229,e2,ldi,kh,2.1294093,1.42307788206737,3.61,kvy,0.3,vrm,0.399754899933854,xv,ydq,al,oi
no,179794,1.72629347818903,e2,pzv,ow,2.7480549,1.38145354219017,3.32,kvy,0.2,vrm,0.316233693171678,gf,ydq,al,oi
no,526100,1.6186468102654,e2,wto,ow,1.4650368,1.37442547314151,2.24,kvy,1,vrm,0.316072512997894,xv,jle,al,oi
no,235762,1.69317491023172,e2,pzv,ls,4.7000652,1.35833462460462,3.46,ojk,0.6,vrm,0.316233693171678,pv,ydq,ey,oi
no,12033,1.67407360894307,e2,pzv,im,3.0555891,1.3924303524012,2.83,tdg,0.3,vrm,0.374163042929554,cz,kcr,ey,qe
yes,427869,1.72783361563268,e2,ldi,ls,0.25507097,1.41665867420198,3,kvy,0.4,vrm,0.374163042929554,xv,kcr,lr,oi
yes,82455,1.82832203391163,e2,wto,ls,7.9850003,1.32140376978623,3.46,kvy,0,vrm,0.374163042929554,xv,ydq,wg,qe
no,363085,1.61892447624722,e2,pzv,ow,1.9063576,1.3924303524012,2.45,kvy,0.3,vrm,0.316233693171678,xv,ydq,al,oi
no,134522,1.70204405350869,e2,wto,im,1.3072482,1.36152336965101,3.32,kvy,0.2,jtl,0.316233693171678,xv,kcr,al,oi
no,76015,1.68080932117182,e2,pzv,lz,1.6355283,1.3687910327232,3.32,kvy,0,vrm,0.316233693171678,pv,jle,sb,oi
no,171880,1.93307655075861,e2,wto,kh,1.3718002,1.34437394063035,3.46,kvy,0.4,vrm,0.399999810107415,xv,kcr,al,qe
no,412438,1.90773021869445,e2,wto,lz,0.18182874,1.3985017830036,3.32,kvy,0.3,vrm,0.399999810107415,pv,ydq,al,oi
no,78053,1.75469681408173,e2,wto,lz,0.46196111,1.38496403906439,3.16,gmp,0,vrm,0.374163042929554,xv,ydq,al,qe
yes,493588,1.9056194884411,e2,wto,lz,1.9221985,1.38508914756918,3.61,gmp,0.3,vrm,0.374163042929554,gf,ydq,lr,oi
no,310398,1.69043154788433,e2,wto,ow,2.5320747,1.39750116090345,2.65,kvy,0,vrm,0.374163042929554,xv,kcr,al,qe
no,340945,1.58703820610812,e2,wto,im,3.9234064,1.37027180585279,2.24,kvy,0.4,vrm,0.316072512997894,xv,ydq,al,oi
no,593478,1.66043548031014,e2,wto,lz,3.0522964,1.30165286227764,3.16,kvy,0.2,vrm,0.316233693171678,xv,ydq,al,oi
no,573693,1.74180279533511,e2,wto,kh,1.3382943,1.37161139655227,3.32,gmp,0.1,jtl,0.374163042929554,xv,ydq,al,oi
yes,54237,1.80343846887492,e2,pzv,kh,5.4194352,1.39077457234884,3.61,gmp,0.3,vrm,0.374163042929554,pv,kcr,jl,qe
no,90500,1.52580591660792,e6,wto,kh,0.37023393,1.33076174162489,1.73,kvy,0,vrm,0.316072512997894,xv,ydq,al,oi
no,275625,1.96030867168527,e2,wto,kh,2.4090253,1.40743963312431,3.61,gmp,0.4,vrm,0.399999810107415,pv,ydq,al,oi
yes,96696,2.16189018961184,e2,wto,lz,4.9773986,1.38026584683949,3.74,kvy,1.3,vrm,0.399999810107415,pv,ydq,al,qe
no,297189,1.70605021556825,e2,pzv,kh,0.48128437,1.38145354219017,3.16,tdg,1,vrm,0.316233693171678,xv,kcr,lr,oi
no,288677,1.78296995705869,e2,pzv,lz,0.57843218,1.38601092046659,3.74,kvy,0.2,vrm,0.374163042929554,pv,jle,jz,qe
yes,124945,1.80488623748063,e2,ldi,kh,1.3269043,1.43011198882694,3.74,kvy,0.6,vrm,0.374163042929554,xv,ydq,lr,qe
no,277227,1.9801831865204,e2,pzv,lz,2.7427457,1.38470397690902,3.74,kvy,0.3,vrm,0.399999810107415,pv,kcr,jl,oi
no,11729,1.72512918989673,e2,wto,ow,1.6497842,1.35985515194495,3.46,kvy,0.3,vrm,0.316233693171678,xv,ydq,al,oi
no,392650,1.66739740853329,e2,wib,lz,0.41680557,1.34204782708102,2,kvy,0.2,vrm,0.446996355902661,xv,ydq,lr,oi
no,15768,1.70935775326396,e2,pzv,lz,0.55678857,1.37549260872163,3.16,gmp,0.1,vrm,0.316233693171678,pv,kcr,ey,oi
no,228543,1.7246550573697,e2,pzv,kh,2.5056325,1.39649010679394,2.24,kvy,1.2,vrm,0.412318117196913,pv,ydq,jz,oi
no,355125,1.71868104313715,e2,pzv,kh,3.6237636,1.35985515194495,3.46,tdg,0.3,vrm,0.316233693171678,pv,ydq,jz,oi
no,212362,1.98032791570467,e2,pzv,ow,0.98494589,1.41473155761856,3.32,kvy,0.3,vrm,0.399999810107415,xv,kcr,lr,oi
yes,378542,1.58603951131752,e2,wto,ls,1.8160609,1.31465092601366,2,kvy,1.2,vrm,0.399871846979977,xv,ydq,rk,qe
no,426486,1.63244560509814,e2,wib,im,1.2693234,1.35833462460462,3.16,kvy,0.1,vrm,0.316233693171678,pv,ydq,ey,oi
no,146569,1.87342190244058,e2,wto,lz,0.062116338,1.3996314212561,3.61,kvy,0.3,vrm,0.374163042929554,xv,ydq,al,oi
no,310297,1.66370880378679,e2,wib,ow,2.2231097,1.37442547314151,2.83,gmp,0.3,vrm,0.316072512997894,pv,ydq,jl,oi
no,364035,1.6163550608494,e2,pzv,kh,1.317205,1.37682096419753,2.65,kvy,0.3,vrm,0.316233693171678,pv,ydq,ey,oi
yes,582755,2.0483909442983,e2,wto,hf,0.13115708,1.38196538242637,3.46,kvy,1.6,vrm,0.447214229441579,xv,jle,al,qe
no,360439,1.72224889373226,e2,wto,im,0.78935718,1.37815074521972,2.45,kvy,1.1,vrm,0.387290745222102,xv,jle,al,qe
no,7086,1.70073063206788,e2,wto,kh,0.41041065,1.35833462460462,3.46,kvy,0.4,vrm,0.316233693171678,xv,ydq,lr,qe
no,243369,1.78214481945617,e2,wto,ow,0.62646424,1.41809801132634,3,gmp,0.2,vrm,0.399999810107415,gf,ydq,al,oi
no,393388,1.51926712259124,e2,wto,ls,1.5160784,1.30495786348858,1.41,tdg,0,vrm,0.316072512997894,xv,ydq,wg,oi
no,509510,1.72680421681322,e2,pzv,ay,1.2304692,1.38145354219017,3.32,kvy,0.2,vrm,0.316233693171678,pv,ydq,ey,oi
no,495644,1.96177823984143,e2,ldi,kh,2.398148,0,3.46,kvy,0.8,vrm,0.374163042929554,pv,jle,jz,oi
yes,360972,1.86452191095808,e2,wto,ay,1.9575415,0,3.61,kvy,1.1,vrm,0.399999810107415,xv,jle,lr,qe
no,221111,1.67177953110004,e2,pzv,lz,3.1050756,1.3687910327232,3.32,kvy,0.2,vrm,0.316233693171678,pv,ydq,ey,qe
yes,218876,2.00455942743833,e2,pzv,ls,1.3028535,0,2,tdg,1.3,vrm,0.546436014532145,xv,jle,lr,oi
yes,386859,2.02140592159047,e2,pzv,lz,2.2451938,1.32849060883339,3.74,kvy,0,vrm,0.374163042929554,xv,ydq,al,qe
yes,220003,1.84183784523928,e2,wto,im,2.0375254,1.31033074881425,3.74,kvy,0.8,jtl,0.316233693171678,xv,jle,lr,qe
no,435983,1.61474458831843,e2,pzv,kh,0.55011621,1.40249057967174,1.73,kvy,0.2,vrm,0.39937810198432,xv,rql,lr,oi
yes,225185,1.63084570265741,e2,pzv,im,1.1565395,1.3687910327232,3.16,kvy,0,vrm,0.316233693171678,pv,kcr,ey,oi
no,380357,1.67641298237791,e2,wto,lz,2.8304147,1.38171036006786,2.24,kvy,0,vrm,0.399871846979977,xv,ydq,al,oi
no,583050,1.58060319969553,e2,wib,lz,3.1221645,1.35833462460462,2.83,gmp,0.4,vrm,0.316233693171678,pv,kcr,jz,oi
no,455067,1.74275802243692,e2,wto,hf,1.1685655,1.39318881664874,3,kvy,1,vrm,0.374163042929554,xv,kcr,lr,oi
yes,299860,1.84976648605414,e4,pzv,lz,2.0119257,1.39024954102969,2.65,kvy,0.2,vrm,0.47958337599617,xv,ydq,lr,oi
no,28117,1.67404265847086,e2,pzv,im,1.5022749,1.39432746911533,3.16,kvy,0.1,vrm,0.316233693171678,pv,ydq,ey,oi
no,277671,1.97613070323785,e2,wto,ow,1.8589557,1.41473155761856,3.46,kvy,0,vrm,0.424268256506693,pv,ydq,jl,oi
no,6006,1.94316029148078,e2,pzv,lz,1.720852,1.39863060165914,3.61,gmp,0.3,vrm,0.399999810107415,xv,jle,lr,oi
no,364801,1.75144339910021,e2,wto,ow,2.8388484,1.29443955220559,3.61,gmp,0.2,vrm,0.316233693171678,xv,ydq,al,qe
no,336422,1.74551619033081,e2,wib,lz,2.6614952,1.28878200035278,3.74,kvy,0.3,vrm,0.316233693171678,xv,ydq,lr,oi
yes,500051,1.82791215040127,e1,wto,lz,0.85252062,1.3181193869898,3.61,gmp,1.2,vrm,0.316233693171678,xv,kcr,lr,oi
no,368750,1.73446898198255,e2,wto,ow,5.33531,1.39750116090345,2.83,gmp,0.7,vrm,0.399999810107415,xv,kcr,lr,oi
no,364232,1.73121967040113,e2,pzv,hf,2.041705,0,3,kvy,0.4,vrm,0.399999810107415,pv,ydq,jl,oi
no,187978,1.64118508757478,e2,wib,hf,3.6915693,1.34726648997435,3.32,kvy,0.4,vrm,0.316233693171678,pv,rql,jz,oi
yes,316100,2.04921284748834,e2,pzv,kh,1.9599362,1.49497742788669,3.32,kvy,0.3,vrm,0.489900191478104,gf,ydq,lr,oi
yes,51930,2.30788202869853,e2,pzv,kh,1.1534563,1.44408052336952,3.46,kvy,0.8,vrm,0.447214229441579,xv,kcr,lr,oi
